,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,FirstName,LastName,ADEmail,BusinessUnit,EmployeeClassificationType,DepartmentType,GenderCode,MaritalDesc,Current Employee Rating,Education,JobSatisfaction,JobInvolvement,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,OverTime,DistanceFromHome,EducationField,Performance,Employee ID.1,YearsWorking,FinalScore,ExitScore,Age,SupervisorEngagementScore,PayZone_Encoded
10,1001,2025-01-01,8.88888888888889,7.5,6.25,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,3.3125,3.7857142857142856,3.1176470588235294,5.0,3.6214926729524026,4.444444444444445,0,0.0,8.571428571428571,7.0,,5,4,0,67.3,9.647058823529413,0
11,1001,2025-06-01,10.0,8.125,5.0,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,3.625,4.142857142857143,3.411764705882353,6.0,3.7634897194138355,5.0,0,0.0,8.571428571428571,7.75,,5,4,0,67.7,9.647058823529413,0
12,1011,2020-01-01,1.1111111111111112,2.5,3.75,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,1.4375,1.6428571428571428,1.352941176470588,2.0,2.7695103941838006,2.2222222222222223,10,5.357142857142858,8.571428571428571,1.5,,2,4,0,71.9,0.29411764705882354,0
13,1011,2020-06-01,1.1111111111111112,1.875,3.75,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,1.6875,1.9285714285714288,1.5882352941176472,3.0,2.8831080313529474,2.5000000000000004,10,5.357142857142858,8.571428571428571,1.25,,2,4,0,72.3,0.29411764705882354,0
14,1011,2021-01-01,0.0,1.25,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.0625,2.357142857142857,1.9411764705882353,3.0,3.0535044871066677,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.5,,3,5,0,72.9,0.29411764705882354,0
15,1011,2021-06-01,1.1111111111111112,1.875,1.25,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.3125,2.6428571428571432,2.1764705882352944,4.0,3.167102124275815,2.5000000000000004,10,5.357142857142858,8.571428571428571,1.25,,3,4,0,73.3,0.29411764705882354,0
16,1011,2022-01-01,0.0,1.25,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.6875,3.071428571428571,2.5294117647058822,4.0,3.337498580029535,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.5,,4,5,0,73.9,0.29411764705882354,0
17,1011,2022-06-01,0.0,0.625,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.9375,3.357142857142857,2.7647058823529416,5.0,3.4510962171986823,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.25,,4,4,0,74.3,0.29411764705882354,0
18,1011,2023-01-01,0.0,0.0,1.25,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,3.3125,3.7857142857142856,3.1176470588235294,5.0,3.6214926729524026,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.0,,5,4,0,74.9,0.29411764705882354,0
19,1011,2023-06-01,0.0,0.0,1.25,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,3.5625,4.071428571428572,3.3529411764705883,6.0,3.735090310121549,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.0,,5,4,7,75.3,0.29411764705882354,0
746,1014,2020-01-01,3.3333333333333335,5.0,3.75,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,66.5,2.1176470588235294,0
747,1014,2020-07-01,3.3333333333333335,4.375,2.5,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,67.0,2.1176470588235294,0
748,1014,2021-01-01,3.3333333333333335,3.75,3.75,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,67.5,2.1176470588235294,0
749,1014,2021-07-01,2.2222222222222223,3.125,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,68.0,2.1176470588235294,0
750,1014,2022-01-01,1.1111111111111112,1.25,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,68.5,2.1176470588235294,0
751,1014,2022-07-01,1.1111111111111112,0.625,6.25,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,69.0,2.1176470588235294,0
752,1014,2023-01-01,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,69.5,2.1176470588235294,0
753,1014,2023-07-01,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,70.0,2.1176470588235294,0
754,1014,2024-01-01,0.0,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,1,6,5,70.5,2.1176470588235294,0
20,1019,2020-01-01,1.1111111111111112,3.75,6.25,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,1.625,1.8571428571428572,1.5294117647058825,3.0,2.854708622060661,3.055555555555556,10,0.35714285714285715,8.571428571428571,2.0,,2,4,0,41.1,2.2745098039215685,0
21,1019,2020-06-01,2.2222222222222223,4.375,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,1.875,2.142857142857143,1.7647058823529411,3.0,2.9683062592298075,3.611111111111111,10,0.35714285714285715,8.571428571428571,2.75,,2,4,0,41.5,2.2745098039215685,0
22,1019,2021-01-01,2.2222222222222223,3.75,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,2.25,2.5714285714285716,2.1176470588235294,4.0,3.138702714983528,3.611111111111111,10,0.35714285714285715,8.571428571428571,2.5,,3,4,0,42.1,2.2745098039215685,0
23,1019,2021-06-01,1.1111111111111112,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,2.5,2.857142857142857,2.3529411764705883,4.0,3.252300352152675,3.888888888888889,10,0.35714285714285715,8.571428571428571,1.75,,3,4,0,42.5,2.2745098039215685,0
24,1019,2022-01-01,1.1111111111111112,2.5,10.0,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,2.875,3.2857142857142856,2.705882352941176,5.0,3.422696807906395,3.888888888888889,10,0.35714285714285715,8.571428571428571,1.5,,4,4,0,43.1,2.2745098039215685,0
25,1019,2022-06-01,2.2222222222222223,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,3.125,3.5714285714285716,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10,0.35714285714285715,8.571428571428571,2.25,,4,4,0,43.5,2.2745098039215685,0
26,1019,2023-01-01,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,3.5,4.0,3.2941176470588234,6.0,3.7066909008292623,4.444444444444445,10,0.35714285714285715,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0
27,1019,2023-06-01,2.2222222222222223,1.875,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,3.75,4.285714285714286,3.5294117647058822,6.0,3.8202885379984095,4.444444444444445,10,0.35714285714285715,8.571428571428571,1.75,,5,4,0,44.5,2.2745098039215685,0
28,1019,2024-01-01,3.3333333333333335,2.5,10.0,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.3333333333333335,4.125,4.714285714285714,3.8823529411764706,7.0,3.99068499375213,5.0,10,0.35714285714285715,8.571428571428571,2.5,,6,4,5,45.1,2.2745098039215685,0
916,1048,2020-01-01,3.3333333333333335,5.0,3.75,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,0,5,0,63.5,2.0,0
917,1048,2020-07-01,3.3333333333333335,4.375,2.5,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,0,5,0,64.0,2.0,0
918,1048,2021-01-01,3.3333333333333335,3.75,3.75,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,1,4,0,64.5,2.0,0
919,1048,2021-07-01,2.2222222222222223,3.125,5.0,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,1,6,0,65.0,2.0,0
920,1048,2022-01-01,1.1111111111111112,1.25,5.0,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,2,4,0,65.5,2.0,0
921,1048,2022-07-01,1.1111111111111112,0.625,6.25,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,2,4,0,66.0,2.0,0
922,1048,2023-01-01,1.1111111111111112,0.0,5.0,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,3,4,0,66.5,2.0,0
923,1048,2023-07-01,1.1111111111111112,0.0,5.0,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,3,4,0,67.0,2.0,0
924,1048,2024-01-01,0.0,0.0,5.0,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,4,4,0,67.5,2.0,0
925,1048,2024-07-01,1.1111111111111112,0.625,5.0,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,4,4,0,68.0,2.0,0
926,1048,2025-01-01,1.1111111111111112,0.0,3.75,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,5,5,0,68.5,2.0,0
927,1048,2025-07-01,2.2222222222222223,0.625,2.5,Stephen,Daugherty,stephen.daugherty@bilearner.com,10.0,4,10.0,10,4,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10,6.428571428571429,8.571428571428571,,,5,4,0,69.0,2.0,0
29,1087,2020-01-01,1.1111111111111112,6.25,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,2.9375,3.357142857142857,2.7647058823529416,5.0,3.4510962171986823,2.2222222222222223,10,0.35714285714285715,8.571428571428571,3.0,,4,4,0,45.7,0.0784313725490196,0
30,1087,2020-06-01,0.0,5.625,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,3.1875,3.642857142857143,3.0,5.0,3.5646938543678286,2.777777777777778,10,0.35714285714285715,8.571428571428571,2.25,,5,4,0,46.1,0.0784313725490196,0
31,1087,2021-01-01,0.0,5.0,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,3.5625,4.071428571428572,3.3529411764705883,6.0,3.735090310121549,3.3333333333333335,10,0.35714285714285715,8.571428571428571,2.0,,5,6,0,46.7,0.0784313725490196,0
32,1087,2021-06-01,0.0,4.375,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,3.8125,4.357142857142857,3.588235294117647,6.0,3.848687947290696,3.3333333333333335,10,0.35714285714285715,8.571428571428571,1.75,,6,4,0,47.1,0.0784313725490196,0
33,1087,2022-01-01,0.0,3.75,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,4.1875,4.785714285714286,3.9411764705882355,7.0,4.019084403044417,3.888888888888889,10,0.35714285714285715,8.571428571428571,1.5,,6,4,0,47.7,0.0784313725490196,0
34,1087,2022-06-01,0.0,3.125,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,4.4375,5.071428571428571,4.176470588235294,7.0,4.132682040213564,4.166666666666666,10,0.35714285714285715,8.571428571428571,1.25,,7,5,0,48.1,0.0784313725490196,0
35,1087,2023-01-01,0.0,2.5,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,4.8125,5.5,4.529411764705882,8.0,4.303078495967284,4.166666666666666,10,0.35714285714285715,8.571428571428571,1.0,,7,5,0,48.7,0.0784313725490196,0
36,1087,2023-06-01,1.1111111111111112,3.125,2.5,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,5.0625,5.785714285714286,4.764705882352941,8.0,4.416676133136431,4.444444444444445,10,0.35714285714285715,8.571428571428571,1.75,,8,5,0,49.1,0.0784313725490196,0
37,1087,2024-01-01,0.0,2.5,1.25,Delaney,Bruce,delaney.bruce@bilearner.com,3.5164835164835164,0,10.0,0,0,5.0,1.0,0.0,6.666666666666666,5.4375,6.2142857142857135,5.117647058823529,9.0,4.587072588890151,5.0,10,0.35714285714285715,8.571428571428571,1.0,,8,4,5,49.7,0.0784313725490196,0
807,1098,2020-01-01,3.3333333333333335,5.0,3.75,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,0,4,0,26.3,2.411764705882353,0
808,1098,2020-07-01,3.3333333333333335,4.375,2.5,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,1,4,0,26.8,2.411764705882353,0
809,1098,2021-01-01,3.3333333333333335,3.75,3.75,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,1,4,0,27.3,2.411764705882353,0
810,1098,2021-07-01,2.2222222222222223,3.125,5.0,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,2,4,0,27.8,2.411764705882353,0
811,1098,2022-01-01,1.1111111111111112,1.25,5.0,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,2,4,0,28.3,2.411764705882353,0
812,1098,2022-07-01,1.1111111111111112,0.625,6.25,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,3,4,0,28.8,2.411764705882353,0
813,1098,2023-01-01,1.1111111111111112,0.0,5.0,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,3,4,0,29.3,2.411764705882353,0
814,1098,2023-07-01,1.1111111111111112,0.0,5.0,Alain,Robinson,alain.robinson@bilearner.com,3.0769230769230766,4,5.0,10,4,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10,1.0714285714285714,0.0,,,4,4,10,29.8,2.411764705882353,0
38,1105,2020-01-01,1.1111111111111112,5.0,1.25,Shakira,Perry,shakira.perry@bilearner.com,3.0769230769230766,10,5.0,0,10,5.0,2.0,7.5,3.3333333333333335,0.4375,0.5,0.4117647058823529,1.0,2.3151198455072133,2.5000000000000004,10,0.35714285714285715,10.0,2.5,,0,2,0,71.2,2.1848739495798317,0
39,1105,2020-06-01,1.1111111111111112,4.375,0.0,Shakira,Perry,shakira.perry@bilearner.com,3.0769230769230766,10,5.0,0,10,5.0,2.0,7.5,3.3333333333333335,0.75,0.8571428571428571,0.7058823529411765,1.0,2.4571168919686466,2.777777777777778,10,0.35714285714285715,10.0,2.25,,1,2,0,71.6,2.1848739495798317,0
40,1105,2021-01-01,2.2222222222222223,5.0,0.0,Shakira,Perry,shakira.perry@bilearner.com,3.0769230769230766,10,5.0,0,10,5.0,2.0,7.5,3.3333333333333335,1.0625,1.2142857142857142,1.0,2.0,2.5991139384300803,2.777777777777778,10,0.35714285714285715,10.0,3.0,,1,2,0,72.2,2.1848739495798317,0
41,1105,2021-06-01,2.2222222222222223,4.375,0.0,Shakira,Perry,shakira.perry@bilearner.com,3.0769230769230766,10,5.0,0,10,5.0,2.0,7.5,3.3333333333333335,1.375,1.5714285714285716,1.2941176470588236,2.0,2.741110984891514,2.777777777777778,10,0.35714285714285715,10.0,2.75,,2,2,0,72.6,2.1848739495798317,0
42,1105,2022-01-01,2.2222222222222223,3.75,0.0,Shakira,Perry,shakira.perry@bilearner.com,3.0769230769230766,10,5.0,0,10,5.0,2.0,7.5,3.3333333333333335,1.6875,1.9285714285714288,1.5882352941176472,3.0,2.8831080313529474,2.777777777777778,10,0.35714285714285715,10.0,2.5,,2,2,0,73.2,2.1848739495798317,0
43,1105,2022-06-01,2.2222222222222223,3.125,0.0,Shakira,Perry,shakira.perry@bilearner.com,3.0769230769230766,10,5.0,0,10,5.0,2.0,7.5,3.3333333333333335,2.0,2.285714285714286,1.8823529411764708,3.0,3.025105077814381,3.3333333333333335,10,0.35714285714285715,10.0,2.25,,3,2,0,73.6,2.1848739495798317,0
44,1105,2023-01-01,2.2222222222222223,2.5,0.0,Shakira,Perry,shakira.perry@bilearner.com,3.0769230769230766,10,5.0,0,10,5.0,2.0,7.5,3.3333333333333335,2.3125,2.6428571428571432,2.1764705882352944,4.0,3.167102124275815,3.611111111111111,10,0.35714285714285715,10.0,2.0,,3,2,5,74.2,2.1848739495798317,0
45,1124,2020-01-01,3.3333333333333335,2.5,3.75,Pierce,Robbins,pierce.robbins@bilearner.com,3.0769230769230766,10,5.0,0,0,5.0,3.0,5.0,6.666666666666666,0.0,0.0,0.0,0.0,2.116323980461206,2.2222222222222223,10,1.7857142857142856,10.0,2.5,,0,6,0,33.6,3.7983193277310923,0
46,1124,2020-06-01,4.444444444444445,3.125,2.5,Pierce,Robbins,pierce.robbins@bilearner.com,3.0769230769230766,10,5.0,0,0,5.0,3.0,5.0,6.666666666666666,0.25,0.28571428571428575,0.23529411764705885,0.0,2.229921617630353,2.2222222222222223,10,1.7857142857142856,10.0,3.25,,0,6,0,34.0,3.7983193277310923,0
47,1124,2021-01-01,3.3333333333333335,2.5,2.5,Pierce,Robbins,pierce.robbins@bilearner.com,3.0769230769230766,10,5.0,0,0,5.0,3.0,5.0,6.666666666666666,0.625,0.7142857142857143,0.5882352941176471,1.0,2.4003180733840734,2.777777777777778,10,1.7857142857142856,10.0,2.5,,1,6,0,34.6,3.7983193277310923,0
48,1124,2021-06-01,2.2222222222222223,1.875,2.5,Pierce,Robbins,pierce.robbins@bilearner.com,3.0769230769230766,10,5.0,0,0,5.0,3.0,5.0,6.666666666666666,0.875,1.0,0.8235294117647058,1.0,2.51391571055322,3.055555555555556,10,1.7857142857142856,10.0,1.75,,1,6,0,35.0,3.7983193277310923,0
49,1124,2022-01-01,3.3333333333333335,2.5,2.5,Pierce,Robbins,pierce.robbins@bilearner.com,3.0769230769230766,10,5.0,0,0,5.0,3.0,5.0,6.666666666666666,1.25,1.4285714285714286,1.1764705882352942,2.0,2.6843121663069405,3.055555555555556,10,1.7857142857142856,10.0,2.5,,2,6,0,35.6,3.7983193277310923,0
