Unnamed: 0,Employee ID,Absence Date,Absence Duration,Absence Type,Day of the Week,Week of Year,Holiday Proximity,Previous Absence History,Weather (Temp),Season,Return Date,Unnamed: 0.1,Employee ID.2,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,FirstName,LastName,ADEmail,BusinessUnit,EmployeeClassificationType,DepartmentType,GenderCode,MaritalDesc,Current Employee Rating,Education,JobSatisfaction,JobInvolvement,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,OverTime,DistanceFromHome,EducationField,Performance,Employee ID.1,YearsWorking,FinalScore,ExitScore,Age,SupervisorEngagementScore,PayZone_Encoded,Year,Month,DayOfWeek,DayOfYear,AbsenceType_Season,PreviousAbsence_HolidayProximity
613,1001.0,2022-01-13,5,2,4,2,0,2,12,4,2022-01-17,4,1001,2022-01-01 00:00:00,7.777777777777779,8.75,7.5,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,1.4375,1.6428571428571428,1.352941176470588,2.0,2.7695103941838006,1.9444444444444449,0,0.0,8.571428571428571,7.0,,2,4,0,64.3,9.647058823529411,0,2022,1,4,13,8,0
622,1001.0,2022-02-23,6,2,3,8,0,2,14,4,2022-02-26,4,1001,2022-01-01 00:00:00,7.777777777777779,8.75,7.5,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,1.4375,1.6428571428571428,1.352941176470588,2.0,2.7695103941838006,1.9444444444444449,0,0.0,8.571428571428571,7.0,,2,4,0,64.3,9.647058823529411,0,2022,2,3,54,8,0
609,1001.0,2022-12-18,6,2,7,51,0,4,11,4,2022-12-23,5,1001,2022-06-01 00:00:00,8.88888888888889,9.375,6.25,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,1.75,2.0,1.6470588235294117,3.0,2.9115074406452344,2.2222222222222223,0,0.0,8.571428571428571,7.75,,2,4,0,64.7,9.647058823529411,0,2022,12,7,352,8,0
600,1001.0,2023-02-27,3,2,1,9,0,1,10,4,2023-03-02,6,1001,2023-01-01 00:00:00,10.0,10.0,6.25,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,2.0625,2.357142857142857,1.9411764705882355,3.0,3.053504487106668,2.777777777777778,0,0.0,8.571428571428571,8.5,,3,4,0,65.3,9.647058823529411,0,2023,2,1,58,8,0
615,1001.0,2023-05-10,3,4,3,19,0,0,20,1,2023-05-13,6,1001,2023-01-01 00:00:00,10.0,10.0,6.25,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,2.0625,2.357142857142857,1.9411764705882355,3.0,3.053504487106668,2.777777777777778,0,0.0,8.571428571428571,8.5,,3,4,0,65.3,9.647058823529411,0,2023,5,3,130,4,0
611,1001.0,2023-07-16,5,3,7,29,0,2,28,2,2023-07-21,7,1001,2023-06-01 00:00:00,10.0,9.375,7.5,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,2.375,2.7142857142857144,2.235294117647059,4.0,3.1955015335681014,3.333333333333333,0,0.0,8.571428571428571,8.25,,3,4,0,65.7,9.647058823529411,0,2023,7,7,197,6,0
612,1001.0,2023-08-06,7,3,7,32,0,1,22,2,2023-08-10,7,1001,2023-06-01 00:00:00,10.0,9.375,7.5,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,2.375,2.7142857142857144,2.235294117647059,4.0,3.1955015335681014,3.333333333333333,0,0.0,8.571428571428571,8.25,,3,4,0,65.7,9.647058823529411,0,2023,8,7,218,6,0
621,1001.0,2023-09-05,4,4,2,36,0,4,14,3,2023-09-10,7,1001,2023-06-01 00:00:00,10.0,9.375,7.5,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,2.375,2.7142857142857144,2.235294117647059,4.0,3.1955015335681014,3.333333333333333,0,0.0,8.571428571428571,8.25,,3,4,0,65.7,9.647058823529411,0,2023,9,2,248,12,0
605,1001.0,2024-03-06,3,4,3,9,0,3,17,1,2024-03-08,8,1001,2024-01-01 00:00:00,10.0,8.75,7.5,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,2.6875,3.071428571428571,2.5294117647058822,4.0,3.337498580029535,3.611111111111111,0,0.0,8.571428571428571,8.0,,4,4,0,66.3,9.647058823529411,0,2024,3,3,66,4,0
610,1001.0,2024-05-17,3,4,5,19,0,1,23,1,2024-05-21,8,1001,2024-01-01 00:00:00,10.0,8.75,7.5,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,2.6875,3.071428571428571,2.5294117647058822,4.0,3.337498580029535,3.611111111111111,0,0.0,8.571428571428571,8.0,,4,4,0,66.3,9.647058823529411,0,2024,5,5,138,4,0
620,1001.0,2024-06-11,7,3,2,23,0,4,24,2,2024-06-12,9,1001,2024-06-01 00:00:00,10.0,8.125,6.25,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,3.0,3.4285714285714284,2.823529411764706,5.0,3.479495626490969,3.888888888888889,0,0.0,8.571428571428571,7.75,,4,4,0,66.7,9.647058823529411,0,2024,6,2,163,6,0
614,1001.0,2024-09-02,6,4,1,35,0,1,15,3,2024-09-05,9,1001,2024-06-01 00:00:00,10.0,8.125,6.25,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,3.0,3.4285714285714284,2.823529411764706,5.0,3.479495626490969,3.888888888888889,0,0.0,8.571428571428571,7.75,,4,4,0,66.7,9.647058823529411,0,2024,9,1,246,12,0
603,1001.0,2025-02-04,4,2,2,5,0,0,16,4,2025-02-07,10,1001,2025-01-01 00:00:00,8.88888888888889,7.5,6.25,Susan,Exantus,susan.exantus@bilearner.com,8.571428571428571,0,10.0,0,0,5.0,2.0,7.5,6.666666666666666,3.3125,3.7857142857142856,3.117647058823529,5.0,3.621492672952402,4.444444444444445,0,0.0,8.571428571428571,7.0,,5,4,0,67.3,9.647058823529411,0,2025,2,2,35,8,0
1014,1011.0,2022-01-12,5,2,3,2,0,4,11,4,2022-01-17,16,1011,2022-01-01 00:00:00,0.0,1.25,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.6875,3.071428571428571,2.5294117647058822,4.0,3.337498580029535,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.5,,4,5,0,73.9,0.2941176470588235,0,2022,1,3,12,8,0
1013,1011.0,2022-02-03,5,2,4,5,0,4,14,4,2022-02-04,16,1011,2022-01-01 00:00:00,0.0,1.25,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.6875,3.071428571428571,2.5294117647058822,4.0,3.337498580029535,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.5,,4,5,0,73.9,0.2941176470588235,0,2022,2,4,34,8,0
1012,1011.0,2022-04-05,4,4,2,14,0,4,22,1,2022-04-10,16,1011,2022-01-01 00:00:00,0.0,1.25,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.6875,3.071428571428571,2.5294117647058822,4.0,3.337498580029535,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.5,,4,5,0,73.9,0.2941176470588235,0,2022,4,2,95,4,0
1016,1011.0,2022-06-26,6,3,7,26,0,3,24,2,2022-06-27,17,1011,2022-06-01 00:00:00,0.0,0.625,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.9375,3.357142857142857,2.7647058823529416,5.0,3.4510962171986823,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.25,,4,4,0,74.3,0.2941176470588235,0,2022,6,7,177,6,0
1011,1011.0,2022-12-28,5,2,3,52,0,3,18,4,2022-12-31,17,1011,2022-06-01 00:00:00,0.0,0.625,2.5,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,2.9375,3.357142857142857,2.7647058823529416,5.0,3.4510962171986823,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.25,,4,4,0,74.3,0.2941176470588235,0,2022,12,3,362,8,0
1010,1011.0,2023-02-11,5,2,6,6,0,2,17,4,2023-02-15,18,1011,2023-01-01 00:00:00,0.0,0.0,1.25,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,3.3125,3.7857142857142856,3.117647058823529,5.0,3.621492672952402,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.0,,5,4,0,74.9,0.2941176470588235,0,2023,2,6,42,8,0
1015,1011.0,2023-05-11,2,4,4,19,0,3,19,1,2023-05-15,18,1011,2023-01-01 00:00:00,0.0,0.0,1.25,Sarah,Malone,sarah.malone@bilearner.com,1.2087912087912087,4,10.0,10,0,5.0,3.0,2.5,10.0,3.3125,3.7857142857142856,3.117647058823529,5.0,3.621492672952402,2.5000000000000004,10,5.357142857142858,8.571428571428571,0.0,,5,4,0,74.9,0.2941176470588235,0,2023,5,4,131,4,0
1212,1014.0,2022-09-07,5,4,3,36,0,4,18,3,2022-09-08,751,1014,2022-07-01 00:00:00,1.1111111111111112,0.625,6.25,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,69.0,2.117647058823529,0,2022,9,3,250,12,0
1211,1014.0,2022-09-16,4,4,5,37,0,0,19,3,2022-09-18,751,1014,2022-07-01 00:00:00,1.1111111111111112,0.625,6.25,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,69.0,2.117647058823529,0,2022,9,5,259,12,0
1216,1014.0,2022-12-20,5,2,2,51,0,3,18,4,2022-12-24,751,1014,2022-07-01 00:00:00,1.1111111111111112,0.625,6.25,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,69.0,2.117647058823529,0,2022,12,2,354,8,0
1214,1014.0,2023-02-17,3,2,5,7,0,0,13,4,2023-02-20,752,1014,2023-01-01 00:00:00,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,69.5,2.117647058823529,0,2023,2,5,48,8,0
1210,1014.0,2023-06-03,5,3,6,22,0,4,23,2,2023-06-08,752,1014,2023-01-01 00:00:00,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,69.5,2.117647058823529,0,2023,6,6,154,6,0
1217,1014.0,2023-08-16,7,3,3,33,0,2,25,2,2023-08-19,753,1014,2023-07-01 00:00:00,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,70.0,2.117647058823529,0,2023,8,3,228,6,0
1215,1014.0,2023-09-02,4,4,6,35,0,4,12,3,2023-09-07,753,1014,2023-07-01 00:00:00,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,70.0,2.117647058823529,0,2023,9,6,245,12,0
1213,1014.0,2023-09-11,1,4,1,37,0,1,18,3,2023-09-12,753,1014,2023-07-01 00:00:00,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,70.0,2.117647058823529,0,2023,9,1,254,12,0
1218,1014.0,2023-09-13,1,4,3,37,0,1,11,3,2023-09-16,753,1014,2023-07-01 00:00:00,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,70.0,2.117647058823529,0,2023,9,3,256,12,0
1209,1014.0,2023-12-11,6,2,1,50,0,3,12,4,2023-12-15,753,1014,2023-07-01 00:00:00,1.1111111111111112,0.0,5.0,Kole,Quinn,kole.quinn@bilearner.com,0.0,10,10.0,10,10,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10,6.428571428571429,1.2087912087912087,,,0,6,0,70.0,2.117647058823529,0,2023,12,1,345,8,0
145,1019.0,2022-03-22,4,4,2,12,0,2,23,1,2022-03-23,24,1019,2022-01-01 00:00:00,1.1111111111111112,2.5,10.0,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,2.875,3.2857142857142856,2.705882352941176,5.0,3.422696807906395,3.888888888888889,10,0.3571428571428571,8.571428571428571,1.5,,4,4,0,43.1,2.2745098039215685,0,2022,3,2,81,4,0
163,1019.0,2022-03-22,1,4,2,12,0,1,24,1,2022-03-24,24,1019,2022-01-01 00:00:00,1.1111111111111112,2.5,10.0,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,2.875,3.2857142857142856,2.705882352941176,5.0,3.422696807906395,3.888888888888889,10,0.3571428571428571,8.571428571428571,1.5,,4,4,0,43.1,2.2745098039215685,0,2022,3,2,81,4,0
156,1019.0,2022-04-20,4,4,3,16,0,0,19,1,2022-04-24,24,1019,2022-01-01 00:00:00,1.1111111111111112,2.5,10.0,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,2.875,3.2857142857142856,2.705882352941176,5.0,3.422696807906395,3.888888888888889,10,0.3571428571428571,8.571428571428571,1.5,,4,4,0,43.1,2.2745098039215685,0,2022,4,3,110,4,0
158,1019.0,2022-06-04,4,3,6,22,0,2,23,2,2022-06-08,25,1019,2022-06-01 00:00:00,2.2222222222222223,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.125,3.571428571428572,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10,0.3571428571428571,8.571428571428571,2.25,,4,4,0,43.5,2.2745098039215685,0,2022,6,6,155,6,0
147,1019.0,2022-06-10,8,3,5,23,0,2,25,2,2022-06-13,25,1019,2022-06-01 00:00:00,2.2222222222222223,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.125,3.571428571428572,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10,0.3571428571428571,8.571428571428571,2.25,,4,4,0,43.5,2.2745098039215685,0,2022,6,5,161,6,0
152,1019.0,2022-06-27,7,3,1,26,0,0,26,2,2022-06-28,25,1019,2022-06-01 00:00:00,2.2222222222222223,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.125,3.571428571428572,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10,0.3571428571428571,8.571428571428571,2.25,,4,4,0,43.5,2.2745098039215685,0,2022,6,1,178,6,0
153,1019.0,2022-07-14,4,3,4,28,0,1,28,2,2022-07-15,25,1019,2022-06-01 00:00:00,2.2222222222222223,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.125,3.571428571428572,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10,0.3571428571428571,8.571428571428571,2.25,,4,4,0,43.5,2.2745098039215685,0,2022,7,4,195,6,0
165,1019.0,2022-08-12,6,3,5,32,0,4,23,2,2022-08-17,25,1019,2022-06-01 00:00:00,2.2222222222222223,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.125,3.571428571428572,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10,0.3571428571428571,8.571428571428571,2.25,,4,4,0,43.5,2.2745098039215685,0,2022,8,5,224,6,0
146,1019.0,2022-08-14,8,3,7,33,0,3,29,2,2022-08-16,25,1019,2022-06-01 00:00:00,2.2222222222222223,3.125,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.125,3.571428571428572,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10,0.3571428571428571,8.571428571428571,2.25,,4,4,0,43.5,2.2745098039215685,0,2022,8,7,226,6,0
164,1019.0,2023-01-09,5,2,1,2,0,4,11,4,2023-01-11,26,1019,2023-01-01 00:00:00,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10,0.3571428571428571,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0,2023,1,1,9,8,0
155,1019.0,2023-01-27,5,2,5,4,0,0,16,4,2023-01-29,26,1019,2023-01-01 00:00:00,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10,0.3571428571428571,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0,2023,1,5,27,8,0
151,1019.0,2023-02-18,7,2,6,7,0,4,15,4,2023-02-22,26,1019,2023-01-01 00:00:00,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10,0.3571428571428571,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0,2023,2,6,49,8,0
162,1019.0,2023-04-14,6,4,5,15,0,0,23,1,2023-04-15,26,1019,2023-01-01 00:00:00,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10,0.3571428571428571,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0,2023,4,5,104,4,0
149,1019.0,2023-05-04,4,4,4,18,0,1,16,1,2023-05-09,26,1019,2023-01-01 00:00:00,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10,0.3571428571428571,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0,2023,5,4,124,4,0
148,1019.0,2023-05-05,1,4,5,18,0,2,22,1,2023-05-07,26,1019,2023-01-01 00:00:00,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10,0.3571428571428571,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0,2023,5,5,125,4,0
161,1019.0,2023-05-08,4,4,1,19,0,1,21,1,2023-05-10,26,1019,2023-01-01 00:00:00,2.2222222222222223,2.5,7.5,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10,0.3571428571428571,8.571428571428571,2.0,,5,4,0,44.1,2.2745098039215685,0,2023,5,1,128,4,0
159,1019.0,2023-06-17,6,3,6,24,0,0,27,2,2023-06-22,27,1019,2023-06-01 00:00:00,2.2222222222222223,1.875,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.75,4.285714285714286,3.5294117647058822,6.0,3.8202885379984095,4.444444444444445,10,0.3571428571428571,8.571428571428571,1.75,,5,4,0,44.5,2.2745098039215685,0,2023,6,6,168,6,0
154,1019.0,2023-06-23,7,3,5,25,0,3,22,2,2023-06-26,27,1019,2023-06-01 00:00:00,2.2222222222222223,1.875,8.75,Kamryn,Herrera,kamryn.herrera@bilearner.com,10.0,4,10.0,10,4,5.0,4.0,7.5,3.333333333333333,3.75,4.285714285714286,3.5294117647058822,6.0,3.8202885379984095,4.444444444444445,10,0.3571428571428571,8.571428571428571,1.75,,5,4,0,44.5,2.2745098039215685,0,2023,6,5,174,6,0
